chr1	195471971	0
chr2	182113224	195471971
chr3	160039680	377585195
chr4	156508116	537624875
chr5	151834684	694132991
chr6	149736546	845967675
chr7	145441459	995704221
chr8	129401213	1141145680
chr9	124595110	1270546893
chr10	130694993	1395142003
chr11	122082543	1525836996
chr12	120129022	1647919539
chr13	120421639	1768048561
chr14	124902244	1888470200
chr15	104043685	2013372444
chr16	98207768	2117416129
chr17	94987271	2215623897
chr18	90702639	2310611168
chr19	61431566	2401313807
chrX	171031299	2462745373
chrY	91744698	2633776672
